Caudal_Ls,Corriente_A,Temperatura_C,Vibracion_mm_s,Lubricacion_pct,Presion_PSI,Estado
62.35,73.97,91.42,3.13,64.43,84.13,Alerta
24.67,86.7,82.94,11.56,23.39,12.03,Crítico
25.19,65.64,114.81,10.34,22.99,16.0,Crítico
38.3,93.41,100.75,6.95,76.62,132.31,Crítico
57.62,72.99,88.3,4.34,70.51,83.48,Alerta
79.59,60.57,52.36,1.6,84.8,75.72,Alerta
50.36,77.79,83.56,3.22,63.68,99.68,Alerta
82.48,61.13,50.29,2.28,99.21,44.88,Normal
71.61,45.71,65.56,1.12,81.15,41.2,Normal
60.58,75.97,85.86,1.37,73.42,93.89,Alerta
106.58,49.72,50.02,1.25,82.07,55.48,Normal
100.21,46.88,52.74,2.66,77.54,69.56,Normal
83.57,57.49,54.77,1.1,91.24,60.83,Normal
61.44,71.09,82.01,2.92,67.24,90.62,Alerta
82.32,53.82,57.4,2.25,88.61,72.6,Normal
102.9,48.07,57.82,1.68,79.63,41.91,Normal
99.04,63.95,60.74,2.2,79.56,72.84,Normal
101.76,49.57,61.16,2.51,79.05,42.39,Normal
63.67,73.35,74.28,4.01,65.38,90.67,Alerta
107.38,60.48,61.34,1.27,81.63,47.1,Alerta
30.8,105.95,104.03,4.74,47.38,34.89,Crítico
107.3,41.3,69.07,1.07,82.74,51.66,Normal
73.34,57.31,64.72,1.98,99.06,76.17,Normal
59.17,77.44,89.55,3.59,71.53,97.49,Alerta
53.47,69.05,73.95,4.82,71.45,83.74,Alerta
91.44,41.28,45.66,2.24,91.04,56.83,Normal
51.37,75.94,82.77,4.65,62.74,98.0,Alerta
35.04,87.64,107.06,5.46,41.8,121.92,Crítico
91.01,55.17,62.7,2.46,61.18,52.79,Normal
62.0,68.77,85.74,3.59,63.26,83.44,Alerta
88.06,43.08,62.76,1.18,89.57,57.88,Normal
20.48,100.63,118.55,2.92,30.74,128.77,Crítico
73.21,56.01,50.11,1.36,89.85,67.45,Normal
77.51,45.67,69.25,2.06,94.17,77.31,Alerta
37.71,95.36,83.28,8.29,59.65,33.66,Alerta
109.98,60.29,61.8,1.4,81.52,50.33,Normal
83.84,59.57,50.17,2.68,86.83,75.81,Normal
65.49,71.59,73.56,3.14,69.71,97.77,Alerta
90.23,75.91,53.3,1.03,86.71,63.51,Normal
108.06,61.18,50.88,1.28,88.28,73.54,Normal
58.14,67.56,88.69,5.45,71.54,91.05,Alerta
76.5,44.54,55.79,2.52,92.81,52.36,Normal
42.29,84.91,101.21,8.68,53.58,24.33,Crítico
106.44,52.6,89.25,2.38,91.14,69.79,Normal
26.18,102.18,95.35,7.16,31.83,135.0,Crítico
58.11,76.78,78.08,1.52,69.74,92.87,Alerta
108.22,43.29,65.7,1.03,81.48,44.19,Normal
63.04,79.0,71.18,5.05,66.15,99.86,Alerta
108.21,44.12,50.53,2.31,86.22,66.08,Normal
67.6,67.9,82.78,3.54,78.4,89.33,Alerta
108.63,61.12,56.31,1.58,77.34,47.03,Normal
92.61,64.44,75.66,2.58,84.19,52.39,Normal
20.23,105.33,113.12,9.86,32.44,25.18,Crítico
52.48,74.89,83.21,5.98,71.7,81.19,Alerta
71.17,42.38,47.77,2.18,93.49,47.06,Alerta
49.43,80.49,83.39,10.03,30.36,107.79,Crítico
34.83,101.53,109.8,6.84,47.87,53.53,Crítico
71.01,63.17,68.84,1.29,81.97,68.23,Normal
85.36,56.86,66.93,2.15,82.79,43.86,Normal
104.49,61.79,66.26,1.91,82.4,44.69,Normal
76.13,46.63,64.67,2.44,76.32,74.63,Normal
75.23,56.69,50.32,5.48,80.71,56.57,Normal
36.81,85.25,111.96,10.79,40.45,68.45,Crítico
86.2,49.18,69.18,2.67,80.89,60.94,Normal
55.86,75.77,45.04,4.82,67.76,96.42,Normal
50.74,78.85,94.57,3.87,60.83,79.92,Alerta
103.66,57.48,50.78,2.65,88.05,50.68,Normal
58.72,69.37,74.38,5.84,71.14,89.25,Alerta
24.43,83.19,119.37,7.82,49.21,10.84,Crítico
74.73,45.61,64.71,2.6,89.15,41.24,Normal
33.49,71.9,103.3,6.14,45.88,33.57,Crítico
92.7,63.79,58.85,2.46,83.25,67.26,Alerta
109.85,45.01,50.08,2.7,73.21,62.79,Normal
71.63,57.88,56.85,1.36,99.27,57.47,Normal
97.1,64.51,55.89,1.9,91.71,65.61,Normal
75.38,44.96,62.63,2.29,97.81,66.42,Normal
80.52,48.02,71.34,1.71,91.17,48.06,Normal
59.22,73.11,82.55,5.14,67.33,95.88,Alerta
52.18,49.59,57.48,2.49,96.44,65.19,Normal
101.54,54.16,68.12,1.34,92.26,49.15,Normal
109.85,66.09,49.42,2.09,81.85,43.48,Normal
62.98,78.83,78.24,5.85,65.52,97.71,Alerta
45.5,93.48,114.71,11.74,47.36,118.6,Alerta
82.76,59.85,57.34,2.18,99.13,79.43,Normal
77.38,61.06,81.78,1.96,86.36,77.34,Normal
86.79,61.29,55.05,2.47,79.65,52.22,Normal
51.76,75.61,71.08,2.93,68.98,98.26,Alerta
63.48,75.21,70.51,5.05,67.13,94.08,Alerta
81.43,51.59,56.71,1.0,78.14,54.44,Normal
25.98,61.46,118.38,9.05,54.37,126.77,Crítico
59.36,66.36,79.45,5.8,68.71,86.94,Alerta
99.54,52.13,50.39,2.02,76.65,65.68,Normal
80.84,60.28,58.5,2.35,83.96,50.54,Normal
58.0,67.96,91.39,5.14,97.88,97.38,Alerta
106.73,47.39,58.19,1.83,66.5,70.95,Normal
45.91,106.6,109.38,10.85,43.56,24.58,Crítico
34.95,103.44,110.57,11.96,53.86,129.47,Crítico
57.53,67.13,92.95,3.63,86.83,83.57,Alerta
100.61,59.37,57.86,2.62,91.28,57.54,Normal
51.26,76.97,72.13,3.46,68.76,90.0,Alerta
89.07,70.93,48.65,1.56,77.35,49.55,Normal
97.84,49.31,68.28,1.66,77.63,70.97,Normal
56.0,73.8,82.95,4.18,63.7,99.81,Alerta
67.18,76.64,84.33,5.76,72.78,83.51,Alerta
73.34,46.3,46.94,1.7,80.18,63.51,Normal
70.85,63.4,49.17,2.38,75.58,60.86,Normal
53.45,72.76,77.03,5.54,62.03,99.8,Alerta
64.69,69.31,80.96,4.62,69.35,89.1,Alerta
57.99,74.84,93.44,5.25,68.96,81.08,Alerta
83.98,68.56,58.59,2.5,92.81,59.56,Normal
93.11,45.29,48.37,1.05,98.94,61.28,Normal
67.31,71.47,73.09,4.19,61.44,96.3,Alerta
38.95,57.49,101.88,7.37,23.68,105.58,Crítico
80.92,41.52,70.09,2.25,99.25,63.66,Normal
57.01,65.82,84.92,3.45,70.22,98.1,Alerta
85.84,62.24,61.48,1.06,68.4,58.57,Normal
104.53,59.51,69.98,2.6,97.62,77.67,Normal
47.52,63.42,98.97,9.95,32.55,120.59,Crítico
93.47,45.15,66.11,2.39,84.36,43.73,Normal
97.1,50.64,57.97,1.3,99.72,85.39,Normal
72.4,43.46,56.37,2.14,77.76,51.28,Normal
106.59,52.55,84.95,1.85,98.44,46.72,Normal
68.7,78.25,89.27,5.84,69.39,93.11,Alerta
51.93,71.83,89.75,4.56,62.97,82.35,Alerta
96.08,46.55,54.33,2.3,93.78,53.24,Normal
66.98,74.24,73.19,4.12,62.56,93.64,Alerta
62.75,68.17,84.76,5.58,61.21,82.96,Normal
79.55,54.35,49.73,1.26,85.36,64.99,Alerta
76.99,57.9,58.2,1.62,90.19,62.78,Normal
42.83,104.18,110.05,9.04,68.04,113.74,Crítico
66.28,66.39,72.33,4.94,62.41,84.07,Alerta
35.32,96.82,108.7,9.87,51.45,128.11,Crítico
85.47,58.24,46.89,1.21,78.29,44.06,Normal
55.66,70.35,86.24,4.88,62.33,94.24,Alerta
42.37,98.33,118.33,11.84,86.14,34.44,Crítico
67.56,75.02,78.25,4.34,61.16,85.81,Alerta
44.49,84.18,104.8,9.62,24.29,129.82,Crítico
48.56,101.97,106.35,10.24,59.57,89.37,Crítico
38.27,90.94,96.84,8.65,43.45,15.59,Crítico
76.46,42.81,47.01,1.61,97.89,49.86,Normal
66.91,84.8,100.12,6.65,52.58,24.07,Crítico
100.74,58.07,53.15,1.18,93.72,69.42,Normal
70.8,54.32,59.3,1.83,83.35,73.8,Normal
97.8,48.75,48.75,1.69,87.46,58.67,Normal
87.82,62.43,86.98,1.64,94.03,63.05,Alerta
37.17,96.84,106.77,10.77,87.38,103.5,Alerta
94.47,71.29,52.43,2.04,93.12,43.43,Normal
76.15,40.08,62.37,1.71,75.77,42.6,Alerta
86.54,41.89,54.82,1.74,77.77,59.96,Normal
99.52,54.46,51.06,2.0,82.14,68.22,Alerta
74.84,54.41,64.83,1.36,97.86,59.41,Normal
103.29,58.87,47.83,2.56,76.82,58.7,Normal
52.04,67.49,81.28,5.02,61.27,93.97,Alerta
101.18,54.39,50.59,1.87,78.84,71.94,Normal
77.41,64.9,67.46,1.73,97.8,55.83,Normal
52.92,79.95,90.49,5.85,71.23,81.17,Alerta
94.28,92.84,111.73,6.12,51.01,135.85,Crítico
72.15,57.2,55.84,4.94,90.25,76.02,Normal
86.03,57.95,47.15,2.01,79.38,87.9,Alerta
68.05,71.4,78.95,4.73,73.97,98.83,Alerta
61.86,73.29,82.99,3.26,66.59,85.65,Alerta
55.46,68.32,79.42,4.68,64.76,91.11,Alerta
70.73,48.67,67.61,2.12,85.4,71.58,Normal
51.45,73.13,86.94,3.86,71.5,90.41,Alerta
68.86,68.78,77.14,4.89,73.08,87.88,Alerta
64.71,76.38,76.85,3.43,68.78,88.53,Alerta
66.2,66.94,77.03,5.82,65.22,89.6,Alerta
76.21,95.0,112.92,6.38,28.9,120.35,Crítico
67.97,68.1,83.67,4.65,60.52,83.67,Alerta
93.09,52.0,60.22,2.43,91.86,78.3,Normal
97.76,53.95,68.16,2.03,82.98,52.41,Normal
80.72,63.16,61.28,2.36,99.82,46.25,Normal
45.2,96.57,112.02,9.14,36.18,107.0,Crítico
43.67,95.81,116.73,10.9,36.45,101.67,Crítico
68.89,74.57,94.72,5.78,60.1,97.21,Normal
40.34,93.15,95.98,6.38,50.2,111.91,Crítico
60.68,67.4,85.48,3.04,71.03,97.01,Alerta
39.39,107.64,103.84,7.86,64.02,137.34,Crítico
75.93,79.44,58.25,2.29,90.19,64.65,Normal
45.95,83.26,98.85,6.88,37.7,106.43,Crítico
90.92,47.2,53.89,1.33,83.6,40.06,Normal
94.23,60.32,67.05,1.88,80.4,72.61,Alerta
86.74,64.47,67.87,1.27,93.09,73.54,Normal
23.26,91.64,95.33,7.08,26.33,12.86,Alerta
24.95,84.94,113.42,8.41,26.45,21.49,Crítico
98.74,59.8,56.6,2.28,85.03,58.28,Normal
75.18,56.8,55.98,1.42,90.64,51.48,Alerta
71.76,55.45,49.46,2.5,87.49,46.45,Normal
34.87,108.07,106.0,8.38,31.07,113.05,Crítico
54.16,69.2,78.61,3.19,63.68,96.97,Alerta
62.72,67.38,75.16,5.09,66.48,94.68,Crítico
50.21,66.42,84.55,5.34,72.88,89.97,Alerta
73.88,61.11,46.0,1.8,96.66,56.98,Normal
61.22,71.69,85.29,4.52,60.34,97.95,Alerta
102.23,56.22,66.07,2.48,83.71,42.72,Normal
68.14,44.74,82.58,3.84,64.35,82.66,Alerta
83.82,51.04,69.46,2.13,82.39,53.6,Normal
82.63,48.56,47.58,2.03,83.67,48.05,Normal
91.99,58.01,53.3,2.28,99.71,63.72,Normal
68.13,75.2,93.52,3.91,68.94,82.29,Alerta
101.83,48.58,55.76,2.73,75.68,60.35,Normal
60.78,77.09,86.45,3.91,70.5,96.0,Alerta
60.93,67.09,72.22,1.44,67.0,82.29,Alerta
52.08,73.97,77.46,4.82,65.18,49.08,Alerta
66.94,54.05,51.53,2.41,79.99,46.83,Normal
40.4,98.69,105.3,11.4,35.16,39.11,Crítico
86.08,69.46,66.62,2.04,94.63,42.82,Normal
86.62,54.95,63.35,1.51,87.7,51.46,Normal
68.26,68.22,74.71,4.32,66.0,95.28,Alerta
54.35,76.57,79.54,4.74,72.04,95.24,Alerta
56.97,68.93,79.3,3.32,64.27,67.89,Alerta
47.98,96.33,80.03,9.85,47.72,18.79,Alerta
58.82,75.74,81.37,3.15,71.91,96.55,Alerta
75.74,61.89,65.34,1.9,88.78,56.58,Normal
61.12,49.92,58.89,1.13,94.74,73.98,Normal
77.16,42.88,64.95,2.26,75.04,42.97,Normal
106.43,59.87,50.81,2.5,88.07,69.15,Normal
60.21,70.28,87.48,5.34,69.31,87.63,Alerta
64.67,74.98,73.47,4.86,62.12,91.84,Alerta
80.32,58.79,61.0,5.6,87.43,55.46,Normal
74.95,59.62,69.14,2.7,87.7,69.7,Normal
85.69,50.17,64.67,1.08,83.83,53.24,Normal
95.44,48.23,61.4,2.41,77.67,51.21,Normal
92.44,52.14,59.58,1.11,89.05,75.71,Normal
64.58,48.24,62.2,2.75,75.36,60.52,Alerta
96.27,51.49,52.06,2.57,88.8,48.22,Alerta
25.86,95.69,110.09,9.33,56.35,106.85,Crítico
34.41,84.1,104.16,6.71,53.62,76.82,Crítico
78.63,55.15,53.98,1.39,88.48,48.36,Alerta
84.83,63.83,69.32,2.07,91.76,53.65,Normal
58.92,68.74,76.78,5.51,71.15,90.59,Crítico
88.05,55.94,58.7,1.67,86.16,41.16,Normal
55.42,77.46,91.57,5.58,69.36,83.5,Alerta
82.0,50.58,51.78,1.16,77.94,79.89,Normal
68.46,41.68,56.38,2.74,90.66,54.16,Normal
75.71,48.77,63.03,2.53,92.51,54.02,Normal
31.04,90.84,95.21,6.48,34.61,27.36,Crítico
100.06,97.54,97.34,6.2,57.41,134.52,Crítico
62.84,77.77,87.64,5.51,66.59,81.83,Alerta
80.78,59.75,66.15,1.58,75.36,59.11,Normal
71.01,40.14,46.0,2.75,80.5,71.37,Normal
84.31,62.92,54.7,1.12,86.84,61.3,Normal
89.84,58.91,52.2,2.67,75.34,55.48,Normal
105.53,49.11,45.42,1.65,86.89,55.08,Normal
91.97,47.06,58.82,2.41,90.2,42.79,Alerta
77.24,48.46,51.05,2.36,96.0,53.03,Normal
64.91,64.4,60.67,1.32,99.95,57.06,Normal
24.26,92.02,104.76,10.76,59.03,117.29,Crítico
55.71,66.01,90.93,5.76,66.05,84.6,Alerta
83.67,59.45,55.36,1.26,91.32,71.14,Normal
29.44,99.92,113.24,10.45,55.31,126.03,Crítico
60.35,46.86,69.94,2.75,97.15,64.0,Alerta
50.48,66.0,93.63,4.4,65.39,88.95,Alerta
30.35,95.61,108.48,4.73,30.23,11.88,Crítico
59.08,68.71,76.32,3.96,66.68,93.25,Normal
78.24,60.75,50.13,1.44,89.08,67.21,Normal
61.74,79.63,79.59,3.79,65.96,86.91,Normal
45.1,82.03,102.37,6.65,31.85,35.46,Crítico
80.75,59.42,65.86,1.28,85.13,54.93,Normal
53.39,74.73,92.53,3.06,62.05,97.03,Alerta
77.34,45.29,45.35,2.53,97.49,63.46,Normal
82.04,59.16,54.94,1.75,92.2,74.39,Alerta
89.44,61.24,46.26,1.34,93.89,46.38,Normal
90.43,61.3,62.05,1.62,91.71,43.93,Normal
75.15,47.53,53.12,2.08,76.95,54.3,Normal
65.67,71.55,72.47,4.89,71.92,99.92,Alerta
67.28,72.03,94.14,5.91,65.95,87.44,Alerta
98.38,58.62,58.46,2.13,85.9,50.55,Normal
68.02,70.81,76.6,5.86,69.32,84.61,Alerta
50.76,67.47,84.16,5.19,62.04,58.38,Alerta
93.61,44.82,58.54,1.16,92.05,65.73,Alerta
98.46,54.98,50.66,2.53,94.91,61.15,Alerta
68.65,70.76,94.76,3.14,62.81,93.33,Alerta
38.71,107.34,105.02,11.97,97.18,132.21,Crítico
95.3,42.91,64.89,1.81,68.85,69.58,Normal
64.75,70.8,91.83,5.67,69.27,88.64,Alerta
50.8,66.17,81.23,5.13,61.84,89.53,Alerta
94.68,70.97,66.08,1.09,98.61,43.45,Normal
71.33,59.5,58.75,1.83,83.51,62.53,Normal
93.81,50.93,51.18,2.28,90.99,50.98,Alerta
26.41,100.47,107.99,10.76,41.53,19.31,Crítico
99.14,55.85,63.95,1.51,77.8,66.57,Normal
95.02,61.23,88.35,2.32,77.59,53.07,Normal
41.61,81.84,105.89,10.24,58.68,115.74,Crítico
42.12,81.24,115.6,9.47,26.47,40.98,Crítico
52.69,72.61,81.1,5.24,60.97,83.43,Alerta
82.55,57.32,63.3,2.39,80.87,79.41,Normal
28.01,69.83,110.56,6.61,39.29,112.51,Crítico
63.48,70.13,80.41,4.8,66.93,97.52,Alerta
79.9,43.05,46.08,2.75,83.99,73.8,Normal
77.1,64.17,69.39,1.45,89.37,59.35,Normal
61.87,51.23,81.42,3.72,71.26,89.76,Alerta
79.2,59.72,45.38,2.56,80.43,61.08,Normal
56.38,79.05,86.13,3.28,73.5,84.72,Alerta
65.03,72.1,71.71,2.98,63.45,88.94,Alerta
103.4,48.27,54.29,1.59,89.6,55.03,Normal
79.2,56.47,48.73,1.22,81.92,45.65,Normal
87.02,43.92,46.71,2.23,98.68,59.93,Normal
57.88,79.91,77.35,5.58,69.35,86.75,Alerta
52.26,77.31,78.58,4.97,72.43,92.21,Alerta
88.09,53.37,58.11,1.13,99.84,94.97,Normal
77.87,44.25,54.27,1.23,95.42,46.14,Normal
72.61,59.13,60.64,2.16,90.42,75.08,Normal
36.86,101.29,117.99,9.91,59.2,94.35,Crítico
80.35,55.58,64.1,2.29,76.55,42.88,Normal
86.73,52.97,66.54,1.81,81.88,46.47,Normal
58.37,70.81,88.22,2.98,71.75,83.7,Alerta
44.77,83.59,118.55,10.1,58.48,14.21,Crítico
90.65,58.13,47.0,2.79,91.5,60.31,Normal
98.05,40.77,50.93,2.43,77.66,47.33,Normal
85.91,41.67,58.01,1.87,80.37,78.25,Alerta
72.71,47.43,61.68,2.64,75.29,49.69,Normal
93.13,51.51,47.72,1.97,80.48,40.24,Normal
22.03,91.29,101.21,6.12,44.65,29.87,Crítico
92.63,50.04,45.39,1.42,83.42,58.37,Alerta
85.96,54.65,90.13,1.23,86.61,74.37,Normal
96.52,42.67,57.46,2.25,79.81,70.75,Normal
97.67,63.59,64.48,1.16,81.04,45.65,Normal
89.25,50.72,59.56,1.05,85.28,79.62,Normal
64.73,78.71,90.33,4.37,61.87,86.34,Alerta
55.46,74.59,79.33,4.7,71.8,91.3,Alerta
107.56,52.93,52.96,1.58,95.22,40.24,Normal
36.09,103.63,118.41,8.26,52.1,12.29,Crítico
90.23,47.92,66.25,2.01,80.62,51.83,Alerta
32.49,82.89,110.83,10.08,30.47,25.34,Crítico
89.04,60.64,49.87,2.29,87.61,42.3,Normal
79.87,49.65,63.1,1.9,93.97,54.06,Normal
70.9,57.94,50.37,2.58,97.19,43.83,Normal
109.51,93.03,102.27,9.38,27.0,139.42,Crítico
67.93,67.05,87.68,5.71,70.23,81.49,Alerta
32.06,85.07,112.99,9.74,37.42,34.05,Crítico
79.62,57.45,55.27,2.79,75.75,59.09,Normal
77.44,69.3,88.6,4.24,69.62,89.02,Normal
64.11,44.55,93.73,4.68,68.97,92.17,Alerta
32.58,109.47,110.61,11.27,64.68,105.96,Crítico
51.23,69.0,83.9,5.36,69.85,88.91,Alerta
109.66,57.25,69.83,2.76,96.89,71.71,Normal
65.62,77.22,82.9,5.07,70.67,97.59,Crítico
103.04,56.28,49.66,2.22,91.88,64.03,Normal
54.05,66.01,91.82,4.41,65.15,99.72,Alerta
70.03,46.93,57.43,1.2,92.57,65.45,Normal
90.74,53.76,61.04,2.72,85.47,52.35,Alerta
38.43,98.33,110.56,3.16,37.26,21.14,Crítico
91.82,48.06,59.11,1.14,89.67,56.26,Normal
77.74,41.31,64.31,1.14,89.55,57.97,Normal
100.44,40.94,67.73,1.81,96.51,49.86,Normal
51.12,60.68,93.36,5.48,69.84,99.67,Alerta
60.39,77.22,92.32,5.33,76.3,88.06,Alerta
99.16,52.95,51.85,1.94,87.33,54.76,Normal
96.74,46.69,65.3,2.19,75.57,68.86,Normal
58.98,70.45,89.8,3.58,71.36,83.44,Crítico
75.72,55.18,48.82,2.11,97.83,56.09,Alerta
85.74,44.52,69.56,2.5,82.56,53.16,Alerta
47.36,109.61,87.18,10.87,59.25,22.06,Crítico
47.92,84.29,103.29,10.8,57.79,18.91,Crítico
32.46,82.98,101.71,9.9,57.64,20.22,Crítico
64.11,66.57,74.55,4.87,73.07,95.45,Alerta
105.37,67.99,61.98,2.73,81.44,42.4,Normal
107.62,64.48,71.43,2.79,82.13,68.28,Normal
83.83,42.69,62.67,1.71,93.86,77.91,Normal
70.6,52.03,60.25,1.36,88.66,43.95,Normal
72.06,43.75,63.42,2.5,87.79,77.45,Alerta
94.06,56.03,61.84,1.67,89.64,64.04,Alerta
65.0,70.46,79.85,4.81,62.35,95.93,Alerta
74.81,43.46,69.23,1.9,88.28,79.78,Normal
88.61,42.83,58.79,2.05,77.39,73.33,Normal
88.37,58.85,45.71,2.32,82.27,78.29,Normal
99.5,42.76,54.09,2.26,85.74,90.88,Normal
101.71,54.81,49.66,2.68,89.92,60.66,Normal
60.39,78.83,82.68,5.69,63.86,95.7,Alerta
66.75,71.99,86.84,3.7,66.23,89.69,Alerta
86.87,51.46,68.05,2.05,85.16,41.34,Normal
32.81,82.68,111.14,6.29,45.82,31.84,Crítico
53.59,73.91,72.26,4.87,63.82,87.0,Normal
60.4,90.95,99.45,10.29,25.29,26.96,Crítico
58.31,77.81,92.22,4.0,65.91,88.68,Alerta
101.62,84.62,116.77,9.7,26.98,131.9,Alerta
49.48,90.94,96.55,10.99,58.5,19.59,Crítico
51.21,69.77,82.48,4.73,73.28,92.79,Alerta
91.6,47.71,54.64,1.94,84.94,46.4,Normal
109.08,42.08,62.39,1.06,85.84,50.97,Normal
20.78,92.7,113.77,6.76,40.87,103.35,Crítico
108.56,53.59,47.53,2.66,78.7,41.16,Alerta
105.99,41.96,65.92,1.17,85.95,78.44,Normal
53.88,78.25,85.29,2.93,60.5,99.39,Alerta
97.05,64.04,63.23,2.07,90.86,77.54,Normal
20.16,89.16,104.95,6.6,58.14,117.97,Crítico
90.0,45.4,53.4,1.18,79.47,47.59,Normal
79.12,62.82,46.82,1.34,82.35,60.9,Normal
53.55,72.09,93.09,3.23,69.78,90.85,Alerta
99.07,77.74,76.32,3.41,62.48,91.39,Alerta
58.37,76.69,93.64,4.7,66.25,97.06,Alerta
48.07,90.35,107.01,10.21,57.03,101.63,Crítico
93.15,71.89,46.11,1.84,89.35,64.41,Normal
77.69,56.56,47.28,2.34,99.14,51.19,Normal
86.71,61.99,69.35,2.44,94.45,70.69,Normal
30.58,107.96,96.78,6.48,51.25,110.84,Crítico
64.31,70.96,75.9,5.16,66.42,93.77,Alerta
59.71,71.56,82.62,5.84,62.58,77.09,Alerta
32.76,82.68,104.57,9.81,32.65,120.34,Alerta
104.58,59.15,60.63,1.96,84.68,45.17,Normal
89.88,53.68,54.61,1.01,82.78,51.73,Alerta
52.96,77.95,90.81,4.26,69.16,92.2,Alerta
97.69,45.83,53.9,1.65,90.11,78.17,Normal
68.42,73.63,77.75,3.83,73.45,86.09,Alerta
103.67,56.09,54.87,1.09,96.81,45.56,Normal
89.56,47.59,46.79,2.44,81.71,40.35,Normal
89.85,53.44,56.45,1.32,82.15,71.45,Normal
88.03,55.74,64.41,2.59,86.95,63.71,Normal
23.7,90.58,109.04,11.23,52.36,45.56,Crítico
96.7,63.12,49.57,1.32,87.67,49.12,Normal
59.24,70.17,82.67,4.41,67.11,84.69,Alerta
79.06,82.01,118.44,7.21,23.83,118.89,Crítico
68.2,75.0,76.47,3.49,60.84,83.35,Alerta
71.15,64.83,68.34,2.17,85.86,68.01,Alerta
59.99,70.32,75.43,5.89,63.17,90.64,Alerta
76.47,49.79,65.22,1.78,94.23,56.72,Normal
84.74,61.08,57.76,2.0,80.06,74.24,Normal
95.54,55.71,55.59,2.7,84.54,43.86,Normal
37.42,103.32,110.1,11.78,31.97,11.71,Alerta
71.28,99.57,118.31,8.39,22.7,128.1,Crítico
99.09,81.87,113.87,10.4,35.84,21.24,Crítico
50.88,68.4,72.06,3.66,65.1,83.69,Alerta
60.3,67.2,76.43,3.92,73.03,83.58,Alerta
70.08,47.83,46.49,1.09,87.18,60.77,Normal
91.71,41.25,47.47,2.6,82.8,70.84,Normal
62.88,68.99,75.12,5.79,68.52,85.34,Alerta
99.08,46.87,55.65,5.53,95.36,63.4,Normal
72.25,49.41,52.97,2.23,94.77,73.36,Normal
60.89,77.44,88.89,3.46,72.47,81.18,Alerta
27.41,97.02,103.93,1.35,27.21,11.61,Alerta
82.22,48.01,69.97,1.01,75.25,69.66,Normal
107.63,50.9,66.52,2.17,97.17,68.26,Normal
71.02,62.38,48.91,2.15,75.23,77.72,Alerta
86.97,45.34,65.87,2.78,91.26,56.21,Normal
25.06,99.5,108.62,8.5,57.61,25.91,Crítico
84.88,45.77,48.29,2.16,91.69,73.69,Normal
75.02,60.2,66.24,2.3,99.83,55.83,Normal
73.65,64.37,60.03,1.39,89.88,75.82,Normal
40.69,58.33,108.43,9.41,50.85,105.42,Crítico
84.52,61.47,58.47,2.77,64.95,60.72,Normal
109.89,46.48,50.34,1.34,81.99,73.23,Normal
63.25,69.21,90.8,3.33,70.1,96.27,Normal
84.28,55.36,51.96,1.45,81.49,67.63,Normal
28.72,104.06,118.98,9.39,33.39,38.07,Crítico
51.05,72.25,88.23,3.93,68.81,96.63,Alerta
91.68,53.64,48.45,1.0,87.03,48.13,Normal
87.72,56.96,63.1,1.98,76.37,51.76,Normal
71.24,42.15,64.52,1.96,82.47,54.82,Normal
51.25,74.32,89.21,2.94,64.6,86.38,Alerta
53.1,68.23,82.15,3.23,72.29,93.17,Alerta
92.49,56.43,56.41,2.13,95.28,55.67,Normal
94.13,63.68,58.09,2.42,78.75,75.34,Alerta
58.42,62.04,47.72,2.26,98.25,69.46,Normal
57.73,46.17,91.48,5.58,69.1,95.94,Alerta
81.2,46.32,67.46,1.93,84.78,76.8,Normal
58.92,66.38,78.55,4.58,83.98,85.91,Alerta
46.55,104.48,105.5,9.15,26.63,136.43,Alerta
92.26,43.06,62.62,1.34,84.99,57.72,Normal
57.56,50.75,63.76,1.48,97.78,66.97,Normal
75.6,45.2,52.3,1.58,95.59,41.57,Normal
57.74,69.69,87.73,3.79,71.82,91.12,Alerta
104.64,46.74,64.3,1.75,92.69,76.53,Normal
27.6,82.73,93.47,10.17,55.35,12.32,Alerta
107.02,64.53,54.31,2.48,91.19,45.91,Alerta
58.38,79.08,89.64,3.02,89.44,89.92,Alerta
61.52,73.57,86.13,4.19,64.99,99.14,Alerta
95.7,64.57,61.96,1.29,97.84,60.07,Normal
82.09,57.7,45.15,1.19,80.88,50.46,Normal
55.25,75.72,74.16,5.91,65.9,90.35,Alerta
47.08,84.61,103.24,9.74,59.3,19.05,Crítico
60.36,67.4,84.32,3.05,61.53,87.28,Alerta
86.39,54.31,55.28,1.12,88.45,62.65,Alerta
70.71,51.52,46.14,2.58,76.82,57.57,Normal
51.0,71.18,72.69,4.67,65.83,88.3,Alerta
97.03,48.37,65.16,2.23,86.39,60.03,Normal
47.62,97.57,97.72,10.95,42.29,22.49,Crítico
108.58,63.08,51.11,2.23,94.73,71.27,Normal
106.52,42.36,54.02,1.52,75.99,62.18,Normal
66.89,69.23,84.04,4.8,60.32,81.27,Alerta
66.31,66.04,91.66,4.1,64.87,59.25,Alerta
53.94,72.44,76.2,4.25,62.47,82.82,Normal
56.63,67.88,79.4,3.35,70.55,99.83,Alerta
62.58,76.5,85.36,4.93,63.35,92.87,Normal
59.16,72.24,65.14,4.21,72.82,82.44,Alerta
99.29,53.13,52.87,1.05,76.84,54.73,Normal
56.39,93.22,107.47,11.22,38.83,100.45,Alerta
51.65,76.72,86.34,3.81,65.34,81.53,Crítico
